times,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper
10,0.2722799300684053,0.24699657679397738,0.30224643089499176,0.2419490101775667,0.19904639944529395,0.2927983222137076,0.22999999951190836,0.11961060225860128,0.3608364407122681,0.12286266978691471,0.11385445691740895,0.1335394425816507,0.08879280765776991,0.057758202973356744,0.1255758441812073,0.08334711848734341,0.03897894361485644,0.13593345600987675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09115258401222168,0.04860108142637292,0.1415857533616772,0.2643254241698392,0.2429330725319773,0.2896802066656797,0.15679507184239933,0.1133587019093894,0.20827700943878447,0.2765777341727552,0.2665354750583816,0.2884800860002733,0.09833896904073057,0.07298906761652318,0.12838434449932212,0.022070507134891462,0.0026909950964878818,0.04503961875605572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2368869045340229,0.20829440401499463,0.2707754944349613,0.08444322309906128,0.0606715390248396,0.11261805349942618,0.10961363512727411,0.06339833561789629,0.1643892337560145,0.1722001587688191,0.12940302578525648,0.22292445577987213,0.09213568332720293,0.0725908317279869,0.11530075978072053,0.02189112417987869,-0.0027774901267977672,0.051129020078736265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013975585768168536,0.00436546944474994,0.025365750499228394,0.014153528078925037,0.006708882330070874,0.022977119655771747,0.0012534427830732556,-0.0030727091443131104,0.006492672949005606,0.005984066211094238,-0.008407680556485945,0.02304154615553303,0.06324061911103261,0.029233467589116317,0.10354679697953828,0.007285124166242392,0.002376381283618405,0.013103096412765164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.27233208835633244,0.24711400123095018,0.3022212340121828,0.22759214355645346,0.1915857705064668,0.27026785180026913,0.22697600594425604,0.11039724970533633,0.3651482395589073,0.12286266978691471,0.11385445691740895,0.1335394425816507,0.09651710468131966,0.05367186819012404,0.14729841524534565,0.08329506498109658,0.03916529443224861,0.13559883937666464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09934332623314614,0.05479552387197755,0.15214256301906554,0.2637690758255931,0.24202471363642739,0.28954107056231476,0.15696025326721025,0.11374602382238605,0.20817890406573347,0.2767978593164363,0.26518611634331807,0.290560405036746,0.16221181971537585,0.15304398543735348,0.17307778003671626,0.02207255579356112,0.0026860722068981456,0.04504993027861097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2368869045340229,0.20829440401499463,0.2707754944349613,0.08558451749322597,0.05949364707330927,0.11650810905635836,0.1114021262780744,0.06790352517069655,0.16295782191271876,0.17253712520652884,0.129305053257169,0.22377692341461886,0.11156469094209828,0.06525787504898153,0.1664487572159011,0.024244833559884167,0.0010938549236165773,0.051683987413802555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01800570923907991,0.008032284644606227,0.029826476568090628,0.022451063135641207,0.00635539588919944,0.041528074820353034,0.0012534427830732556,-0.0030727091443131104,0.006492672949005606,0.005984066211094238,-0.008407680556485945,0.02304154615553303,0.06495382147184187,0.03450969207274668,0.1010370110274541,0.01246029661542062,-0.0007989159062357296,0.028175466936280338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.27150601311447786,0.24507125459529844,0.30283718997292125,0.20980461166462253,0.17857527951054059,0.24681844434937014,0.21786111327114438,0.12215081339937695,0.33129949895873495,0.12286266978691471,0.11385445691740895,0.1335394425816507,0.09800082315341918,0.05396244382011351,0.150196278256591,0.084243398424381,0.03657758428787905,0.14073818545747968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1021389886304112,0.06266700708856049,0.14892222796825727,0.26373901172851005,0.24052172946760095,0.2912567503967551,0.15732363048178338,0.1150268724324148,0.20745486985066458,0.27776542765523565,0.2655468656515889,0.2922471913836374,0.20744479506276897,0.18766587969079251,0.23088729010723724,0.0257934200990123,-0.005788026049532973,0.06322458762821705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23670014888561894,0.20805922611698405,0.2706461301209706,0.08561052342908963,0.059510531150984924,0.11654492646046218,0.1114021262780744,0.06790352517069655,0.16295782191271876,0.17253712520652884,0.129305053257169,0.22377692341461886,0.125599059934683,0.0730269991098925,0.18790886065857795,0.027969919349771333,0.0009680857748763823,0.05997320860333056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024948367701510116,0.014365785500045284,0.03749112478145646,0.02844900089786137,0.006569475539916346,0.054381194606807404,0.0012534427830732556,-0.0030727091443131104,0.006492672949005606,0.006953967307010043,-0.007589522249410607,0.02419129682906857,0.06595076784206379,0.0345676782521974,0.10314683791741847,0.021696419626239256,0.0037329213510661624,0.04298723418191017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.2724608062735707,0.24682629486118418,0.30284350903813523,0.20495239509635801,0.17394734404466217,0.24170040387052338,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12286266978691471,0.11385445691740895,0.1335394425816507,0.10458722871222385,0.0567406275412667,0.16129628933311113,0.08534499136670873,0.03596560080895312,0.1438707546190834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10420838599966549,0.06404506540287545,0.15181101872004382,0.26373901172851005,0.24052172946760095,0.2912567503967551,0.15895973366867133,0.11560704299215835,0.21034249239104533,0.2767682281316053,0.2665733994488395,0.28885140945779436,0.2233802648794406,0.21251409626003961,0.23625913610276236,0.02679845299585551,-0.005103919365858897,0.06460999078401372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23644178908736418,0.20755042680634408,0.27068459787456167,0.08673762123306894,0.06078125199162992,0.11750179843243871,0.11143244262525212,0.06800915910185273,0.1628988698619095,0.17253712520652884,0.129305053257169,0.22377692341461886,0.13237879066649078,0.08203695990177173,0.19204526357649937,0.034111144149400315,0.011396966339415344,0.061032590079857035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030897776187798515,0.0172766240931084,0.04704192688941573,0.05598442714734168,0.04054909135221449,0.07427879648367271,0.002038624182411683,-0.0028483353301677877,0.007830778201053065,0.007929603984782953,-0.005106599331047505,0.023380457880594847,0.06809508576077525,0.03634079660591038,0.10573111140494311,0.035085614461654126,0.017015535874586905,0.05650275082953906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.2706871829585831,0.24122710758247423,0.3056040455886031,0.1852063847819684,0.1626940437136794,0.21188860845336724,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12286266978691471,0.11385445691740895,0.1335394425816507,0.10211558067331306,0.0553825874206912,0.1575047636560138,0.08401211491936963,0.035443322695378546,0.14157713552913953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10931009522654915,0.07254195444396333,0.15288867078945922,0.26373901172851005,0.24052172946760095,0.2912567503967551,0.15894129842135035,0.11509784117078936,0.21090572670263313,0.2756448865983073,0.2679733868285076,0.28473735157704794,0.23343503495610238,0.21793426943494262,0.25180695333895253,0.02782887406987773,-0.003057479252609678,0.06443619914746887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23644178908736418,0.20755042680634408,0.27068459787456167,0.0878999535447709,0.06169910961387354,0.11895388862966381,0.11143244262525212,0.06800915910185273,0.1628988698619095,0.17253712520652884,0.129305053257169,0.22377692341461886,0.14270442472386263,0.09645051583278352,0.1975257842157333,0.04048279322930859,0.019421674362190715,0.06544498986082342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038964698963744875,0.025501742734389994,0.05492135173034232,0.08627055486859413,0.07240430416122573,0.10270520294608149,0.003080056977248674,-0.0017606834388812788,0.008817430897027165,0.007929603984782953,-0.005106599331047505,0.023380457880594847,0.06899247414032035,0.03620245920339848,0.10785606944928894,0.04959635099451637,0.03215057200850999,0.07027355091852189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.27058334977035714,0.2409916858557891,0.30565617462594535,0.17645732764413533,0.15981659598626663,0.1961803641246201,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12194170946256022,0.11298124633678874,0.132561887994678,0.10912297393904664,0.0692646003107612,0.15636417542502457,0.08405897029421476,0.03542208456048892,0.14170469713759234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11228847387764147,0.07625645081613658,0.1549945831953582,0.263687827206342,0.24073952468967083,0.2908867639482542,0.1657957037582826,0.12101151544092378,0.21887511144853897,0.2739244780179003,0.2680156664989351,0.2809277581344782,0.2442270126738312,0.23153293438947964,0.2592723709090269,0.027836410710499682,-0.003062959024237529,0.06445916318509032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356139654823127,0.2052349017360202,0.2716200375006533,0.09060221425888135,0.06715042563867238,0.11839789608338115,0.11143244262525212,0.06800915910185273,0.1628988698619095,0.17253712520652884,0.129305053257169,0.22377692341461886,0.14960966547599866,0.10758457104207425,0.19941892192321595,0.05204139308061077,0.02003228346194183,0.08997943869643085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04579655986594858,0.023819635678721987,0.07184419325041924,0.11832368106767699,0.09057955020255538,0.15120676075566597,0.0030800669671185014,-0.001760690160473428,0.008817460693764923,0.007929603984782953,-0.005106599331047505,0.023380457880594847,0.06900020288381425,0.03622070128946701,0.1078513375003449,0.06510227269859004,0.04777994199918835,0.08563315843940839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.26987593454845765,0.2392582379861806,0.30616484050895115,0.1572993631943674,0.1472334084212495,0.16922979974504862,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12194170946256022,0.11298124633678874,0.132561887994678,0.11189491582928808,0.06514612159724512,0.1673028265518477,0.0828309657748088,0.029217166771393875,0.14637546221536762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11653135780337207,0.0761437184624323,0.16439985904834917,0.26360505517061983,0.24096764634419973,0.290435512465808,0.17057797348250428,0.14105925380155865,0.20556434289788977,0.27276726450320515,0.26986805957032917,0.27620347907784953,0.25055847096412076,0.23794446547000506,0.26550892480476296,0.027838428887412624,-0.0030709671784418698,0.06447306483554621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356139654823127,0.2052349017360202,0.2716200375006533,0.09060578946536477,0.06715367855389964,0.11840185327800869,0.11143244262525212,0.06800915910185273,0.1628988698619095,0.17253712520652884,0.129305053257169,0.22377692341461886,0.16299432652273815,0.11979453574387926,0.2141958642314395,0.06375996998317832,0.028485605062356915,0.10556808277912728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056583962841403546,0.026622093850699233,0.09209556457123116,0.17013891174653079,0.13886324084129056,0.20720766634807541,0.005159712136022619,-0.0011850654646727967,0.012679710814680827,0.008851755231938286,-0.00513895469618092,0.0254339156785732,0.06996192721021606,0.03828216567243731,0.10750962074610801,0.08604214623917157,0.06262883483487988,0.1137922238469334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.2694041511086133,0.23815368593065506,0.3064430312137163,0.1517219388560976,0.13795569127955412,0.16803806057080395,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12194170946256022,0.11298124633678874,0.132561887994678,0.11783434390208743,0.06653769089513059,0.17863249745590531,0.08284683758407199,0.029227891561489687,0.1463974344082492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12300755549464663,0.0860117634154578,0.16685594941170387,0.263331858341411,0.24129225959787926,0.28945377527217153,0.1825788378495799,0.14690209220639627,0.2248638629489877,0.2710238105056929,0.2662810490295442,0.27664505718736077,0.25632812831185736,0.23882502582275544,0.2770732695719764,0.031390626083056566,0.004428250922615742,0.06334714817735013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356139654823127,0.2052349017360202,0.2716200375006533,0.0960925603575679,0.0724108767673401,0.12416071979745053,0.11140946537762772,0.06794554609508857,0.16292405519369588,0.17253712520652884,0.129305053257169,0.22377692341461886,0.1696194872905688,0.12970955355551253,0.2169217991824884,0.07858013552949575,0.050993978421873976,0.11127598053056187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06111175400195369,0.030900182459471275,0.09691930981837105,0.206611854458486,0.1705880138245309,0.24930826574606912,0.005160148744029371,-0.0011846732199308997,0.012680200003205619,0.008851755231938286,-0.00513895469618092,0.0254339156785732,0.07385625725508745,0.03723967195623973,0.1172552052393525,0.09942925162285206,0.08281515542034294,0.11912071905526059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.268886028536481,0.2361384785775201,0.30769929322738027,0.14439326301084301,0.12497079495457267,0.16741328724359558,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12194170946256022,0.11298124633678874,0.132561887994678,0.12424173154413017,0.07373105103611688,0.1841083296478611,0.08269168674160213,0.02898744500778968,0.14634337830480937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1336013618361101,0.09398036563074369,0.18056121730508992,0.26416138466317285,0.24290862251116144,0.28935072199840833,0.2050168186588203,0.15573266908439407,0.26342969977191993,0.2713096341060358,0.26288258605100934,0.28129759494990253,0.25726922346850123,0.2412571185044738,0.27624719491998684,0.03390626244891965,0.0025272918252279633,0.07109745061632726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356139654823127,0.2052349017360202,0.2716200375006533,0.0976088275369308,0.07307854374631162,0.12668277043957069,0.11138844703967625,0.06791885834313338,0.16290975639557698,0.17253712520652884,0.129305053257169,0.22377692341461886,0.1805401094264278,0.1465822325385536,0.22078788569188162,0.09248557776003577,0.0655469187624675,0.12441399082912961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07832599151225031,0.05682446411692533,0.10381017201122555,0.23123015662959884,0.18851862231911026,0.28185299982320977,0.0051593507091541625,-0.001188017852931907,0.012682420263966019,0.01264390777767441,-0.005945164980709419,0.03467616980135923,0.07482435481829912,0.036621181642639174,0.12010376883117571,0.1052186527118882,0.08199033432557533,0.1327494716886447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.26836723236577786,0.23540505844126824,0.3074348750725681,0.13359396209849114,0.11658367486834556,0.15375500564401606,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12064210455666644,0.11122301176729688,0.1318058631291426,0.1284837763650243,0.0801907849372228,0.18572191055679096,0.0844212700707843,0.03932752807011144,0.13786756899600536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143794471110655,0.10298242377898598,0.1921659919617324,0.2644575635543898,0.24349559662674278,0.28930224267769045,0.2232793471016295,0.16692582036334244,0.2900710415123525,0.2690292140417255,0.2551403132426484,0.2854907076085964,0.260923703260376,0.2511320265943063,0.27252905812460676,0.03640651668559475,0.002248708315527072,0.0768912570460158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356139654823127,0.2052349017360202,0.2716200375006533,0.10124888553257005,0.07713324871648897,0.12983137784436588,0.11120009232285381,0.06824344448651748,0.1621134505678188,0.17253712520652884,0.129305053257169,0.22377692341461886,0.18769586201183158,0.1533632576468967,0.22838777522103654,0.11143794095469091,0.0827977623199644,0.1453830402227996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09408362833740827,0.07387103436288107,0.1180401307629684,0.24509405454844407,0.22298102398189937,0.27130300482328407,0.0062230238475621345,0.0022957762523890058,0.010877701849708123,0.0164494319197796,0.00407636761151081,0.031114315877089016,0.07682829198876887,0.03849245185440461,0.12226494639948834,0.10526295009892328,0.08207733418191568,0.13274315697657077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.2685680352905637,0.23579281166955549,0.3074140995396392,0.12794782981892344,0.10374360002643847,0.15663532487587814,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.12064210455666644,0.11122301176729688,0.1318058631291426,0.13307117489672532,0.09035479905237034,0.1836997564046743,0.08448259125289523,0.03926080297543476,0.13808065402120898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1502716784571734,0.10627068958617755,0.20242281739280396,0.2637121525070489,0.24074807003504875,0.29092979207050834,0.24381795586568758,0.19205213298561352,0.30517218199571694,0.26447635628758376,0.24946911794835758,0.2822633331658467,0.263315413609149,0.25066657775645257,0.2783071493144976,0.04074540224778681,0.014116277858211446,0.07230694669049248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.10680304255233183,0.08452062949685217,0.1332127494451562,0.11120009232285381,0.06824344448651748,0.1621134505678188,0.17253712520652884,0.129305053257169,0.22377692341461886,0.19612022267025847,0.16637093518962148,0.23137986715659842,0.12740322046013383,0.09413584769215377,0.16683259293021382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11164927764859764,0.08551276953353153,0.14262696021835303,0.24479192225333885,0.21630033867972043,0.27856090271421535,0.00730646503402185,0.002613771193070622,0.01286837022663773,0.017365993594104484,0.00498710221515089,0.03203778395012603,0.07682605609697131,0.038452591470229724,0.1223073040538746,0.1063737780676233,0.08498857731213065,0.13172008514803524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.26804573015930205,0.2346435684767105,0.3076348580256414,0.11521988699790801,0.09547427161841844,0.13862291400815024,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.11987023998794784,0.11063377120815164,0.13081754774100798,0.13743090006756545,0.09832834404893652,0.1837762864779605,0.08483362078274727,0.04332830113605645,0.1340268263674776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16088867629450407,0.12327432623355906,0.20547020153597054,0.26428992737854956,0.24286191014467082,0.2896869816846567,0.2508358202969241,0.2058591387016815,0.30414337612513537,0.26237122373296323,0.2494360251195836,0.27770236417674093,0.26810308189979654,0.24601586940198383,0.2942814319148687,0.04669476365478345,0.018584174478501317,0.0800121794517967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.11643805321381917,0.09510232789852191,0.14172572069040093,0.11120009232285381,0.06824344448651748,0.1621134505678188,0.17253712520652884,0.129305053257169,0.22377692341461886,0.1997117266804312,0.1675605073881112,0.23781820445027402,0.14170661292506254,0.09206925824689677,0.20053812209427013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12419148324849953,0.10472892889135466,0.1472590188281551,0.24400151702515155,0.20701180382114256,0.2878427060981312,0.009479740788075158,1.115361199292321e-05,0.020702161420296246,0.019244438717334618,0.006380616124156925,0.03449098240904529,0.07855400247040129,0.040443551158445626,0.12372352007139062,0.10603205340151942,0.08399749095167507,0.13214800118343692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.2673185599882316,0.2360851397903039,0.30433723793096196,0.1107133061324698,0.08364952126973439,0.14279002169535313,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.11752316220082823,0.10729822407847503,0.129642030033332,0.13974297703041075,0.09381690492054057,0.19417577567481586,0.08483362078274727,0.04332830113605645,0.1340268263674776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17291301129286984,0.13785001520405207,0.214470604143533,0.26428992737854956,0.24286191014467082,0.2896869816846567,0.2574204861791267,0.19742115281993983,0.32853328728534764,0.259369586067847,0.2429828601977063,0.2787915681523705,0.2732141513821694,0.248515794998162,0.3024872983798527,0.04909699834811194,0.022607865363954763,0.08049262126448185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.12370409104270538,0.10407166285183744,0.14697296559521886,0.11120009232285381,0.06824344448651748,0.1621134505678188,0.17253712520652884,0.129305053257169,0.22377692341461886,0.2062019718909271,0.17082624758392068,0.24813021851947842,0.1662133817361335,0.11776111240816546,0.22364029631929805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13754391824116818,0.11733089568868155,0.16150092862869195,0.21111610743533848,0.16971354244643155,0.26018752547456425,0.012836777016822908,0.0014464803848984343,0.026336858660694698,0.02107279108208971,0.010188200588651502,0.03397349639907665,0.08271737340941294,0.052542816074806056,0.11848105900502304,0.10596541319703696,0.08391407871564799,0.13210123963554288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
