times,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.2,me_f100_maf0.2_ci_lower,me_f100_maf0.2_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f100_maf0.4,me_f100_maf0.4_ci_lower,me_f100_maf0.4_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.2,me_f1000_maf0.2_ci_lower,me_f1000_maf0.2_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f1000_maf0.4,me_f1000_maf0.4_ci_lower,me_f1000_maf0.4_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.2,me_f10000_maf0.2_ci_lower,me_f10000_maf0.2_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,me_f10000_maf0.4,me_f10000_maf0.4_ci_lower,me_f10000_maf0.4_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.2,epi_f100_maf0.2_ci_lower,epi_f100_maf0.2_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f100_maf0.4,epi_f100_maf0.4_ci_lower,epi_f100_maf0.4_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.2,epi_f1000_maf0.2_ci_lower,epi_f1000_maf0.2_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f1000_maf0.4,epi_f1000_maf0.4_ci_lower,epi_f1000_maf0.4_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.2,epi_f10000_maf0.2_ci_lower,epi_f10000_maf0.2_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,epi_f10000_maf0.4,epi_f10000_maf0.4_ci_lower,epi_f10000_maf0.4_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.2,het_f100_maf0.2_ci_lower,het_f100_maf0.2_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f100_maf0.4,het_f100_maf0.4_ci_lower,het_f100_maf0.4_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.2,het_f1000_maf0.2_ci_lower,het_f1000_maf0.2_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f1000_maf0.4,het_f1000_maf0.4_ci_lower,het_f1000_maf0.4_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.2,het_f10000_maf0.2_ci_lower,het_f10000_maf0.2_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,het_f10000_maf0.4,het_f10000_maf0.4_ci_lower,het_f10000_maf0.4_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.2,add_f100_maf0.2_ci_lower,add_f100_maf0.2_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f100_maf0.4,add_f100_maf0.4_ci_lower,add_f100_maf0.4_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.2,add_f1000_maf0.2_ci_lower,add_f1000_maf0.2_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f1000_maf0.4,add_f1000_maf0.4_ci_lower,add_f1000_maf0.4_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.2,add_f10000_maf0.2_ci_lower,add_f10000_maf0.2_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper,add_f10000_maf0.4,add_f10000_maf0.4_ci_lower,add_f10000_maf0.4_ci_upper
23,0.26616579324076556,0.23711863864066984,0.30059325121621283,0.10666779045993129,0.07841558907431237,0.14015304880306906,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.11692282113326699,0.10711562676439973,0.12854656799038972,0.13883080116584084,0.09737929504850495,0.18796022552842104,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18665697530333797,0.15552121080618916,0.2235599091196327,0.26428992737854956,0.24286191014467082,0.2896869816846567,0.2954938042228245,0.19981182610189452,0.4088986222202171,0.25782623995056453,0.2389212491611477,0.2802329364029158,0.27533734226735135,0.25217113408317177,0.3027945465853494,0.05639470938218751,0.030635426644645004,0.08692529443031771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.13339902496140124,0.10531901201183681,0.16668020100361358,0.11120009232285381,0.06824344448651748,0.1621134505678188,0.17253712520652884,0.129305053257169,0.22377692341461886,0.21055812990013983,0.17050877630154332,0.2580256859118039,0.18824714906594167,0.1345656542381657,0.25187188039285646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15803123158884197,0.14254434423013448,0.17638670120549868,0.17081854608894678,0.13774705977676804,0.21001574873661544,0.012840757309329504,0.0014570752605632363,0.02633299917382051,0.021971019661342663,0.012883342314003258,0.03274197586264027,0.08824452571865926,0.06679445254670015,0.11366772130751249,0.10596541319703696,0.08391407871564799,0.13210123963554288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.2657535643290328,0.23635678836279417,0.3005954028197462,0.09949524411578164,0.08167541096028036,0.12061578296155487,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.11486124729861882,0.10469743941959858,0.12690766194552322,0.13615292989974606,0.09717710318195569,0.18234811338187001,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19601645732100126,0.1683134349804496,0.22885081409545366,0.2648816933069135,0.2455864769603862,0.2877508954385069,0.3008732553854006,0.17624112291133473,0.44859056409305414,0.2540553274036059,0.2336001643178629,0.27829932917281935,0.2784210387016235,0.2632159579916489,0.2964425036045648,0.06637254040298458,0.03465219915676545,0.10396833008551193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.15782947149083218,0.13075038620348953,0.18992432152273406,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17253712520652884,0.129305053257169,0.22377692341461886,0.21635643615342826,0.18293685465566933,0.25596621044668516,0.21610337991297013,0.16045234551198978,0.2820624617751091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17614557819996984,0.1631857599508777,0.19150589848891766,0.1505445389736076,0.13582253279156084,0.1679934511346982,0.012841326318363138,0.0014583454150213573,0.02633273716670236,0.022926771589645727,0.010824763947344676,0.037270391997907264,0.09152389447255602,0.06923635231524271,0.11793968051289969,0.10600825620862578,0.08397705364174485,0.13212022176814944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.26550994996422117,0.23532136874544984,0.30129025703926254,0.09683358008881465,0.07858228629343152,0.11846549752750324,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.10512726607978289,0.09230573031259728,0.12032369030386236,0.1342015539891202,0.09994982494869314,0.174797611618869,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20677415174678287,0.17780604479875434,0.24110792034862136,0.26511393083501245,0.24588719600327413,0.2879019668591178,0.2939386317209628,0.1813030860517045,0.42743726759275946,0.25077620407329587,0.23093604893829708,0.27429128210900383,0.2818829799485786,0.2678540645889549,0.29851042248585763,0.07235982033921896,0.04729939073593277,0.10206210611873373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23466309832627844,0.20526040828353803,0.2695119463373057,0.19030367789603392,0.17009110703917055,0.2142601529219258,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17323865599224939,0.12819651377973457,0.2266237974800963,0.21931380161940583,0.18249928582570865,0.2629473420753709,0.2221281308093582,0.1769050350523601,0.27572774323709487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1958709854900515,0.18086060734329706,0.213661683751466,0.13645905628793226,0.12065172561677409,0.1551943238168042,0.015035462289644124,-0.00017952443772064133,0.033068668067108196,0.026525397037969967,0.014882564176308358,0.04032479131869895,0.09662918234994589,0.07559391349597352,0.12156074086032685,0.10600825620862578,0.08397705364174485,0.13212022176814944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.2651229727361416,0.23514645811833437,0.3006519328516201,0.09683358008881465,0.07858228629343152,0.11846549752750324,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.09259119027159024,0.07659823696363971,0.11154646267238308,0.13168727500286606,0.09406842953150275,0.17627412832398057,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2186305240670821,0.19057069334411308,0.251887779599092,0.26457548070639714,0.24423712070971149,0.2886810443567901,0.2919660415130202,0.17428316114447825,0.43144691232796095,0.24896204129194607,0.22814729728382463,0.2736322279066079,0.28764435317662485,0.27635846313833967,0.3010206893568062,0.07957579897191681,0.04945528728417535,0.1152754282335475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.21070386884001685,0.1964038730393534,0.22765260310518964,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17323865599224939,0.12819651377973457,0.2266237974800963,0.22716993393880114,0.1947592949842657,0.26558388277222617,0.23114342879827743,0.1918241682691157,0.2777456591416556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21224442953434242,0.1980404368815371,0.2290793783226277,0.1336433871506146,0.12067506204590783,0.14901378999044246,0.016082271310782027,0.002437993258539632,0.032253831510600864,0.029131578332525075,0.01841783875877495,0.041829786608455585,0.1008278281122758,0.08064360489281551,0.12475070476652564,0.10603795694014903,0.0840479928076878,0.13210104561353692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.26524648788401795,0.23507096493644203,0.3010113179497274,0.09683358008881465,0.07858228629343152,0.11846549752750324,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.07599257303981624,0.05974148724973885,0.09525379090421367,0.12793945139311216,0.09478728682504484,0.1672322760492831,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22892493924810892,0.20415006128542112,0.2582887816502304,0.2649299201974319,0.24246243816747046,0.2915589757469233,0.29206959355754725,0.17461807060880902,0.43127625342283543,0.24574469746577118,0.22595134543494638,0.2692043032211731,0.28799860672467636,0.27591317087400824,0.3023225858060033,0.08360636277501807,0.05184312637742794,0.12125299292854876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.22105183823283947,0.2027755505137738,0.24271337913272656,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17435741493093088,0.13172997398817388,0.22488058843491293,0.22879313918443583,0.19431337981673327,0.2696594644055369,0.2297637789433687,0.18680635952056018,0.28067805169308335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22668887773497418,0.2114618527866821,0.24473635153114026,0.13185681417556866,0.11677835961990249,0.14972819840224186,0.01834355286995761,0.0004036884646221317,0.03960635593631626,0.03175324667864643,0.020725116387648665,0.04482407917044001,0.10348892046831962,0.08170242642982074,0.12931085099022624,0.10599212367370356,0.0840402081076741,0.13201011617709169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.26524648788401795,0.23507096493644203,0.3010113179497274,0.09683358008881465,0.07858228629343152,0.11846549752750324,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.058754887861818886,0.044437685512799294,0.07572401578442864,0.11638951736003673,0.07803526803937366,0.16184799082657736,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2434434805340638,0.2160265848301268,0.2759387124305953,0.2667464560524185,0.24355282911190218,0.2942361578075844,0.28548079550428984,0.16169716542481563,0.43219243667121376,0.24329350554092805,0.22383663193070463,0.26635430814867633,0.28384717170605656,0.26646239378753916,0.3044520715470988,0.08361894594340047,0.0517593888469712,0.12137973794366291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.22498968134330796,0.20802007042485865,0.24510251424545665,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17490506145441392,0.13324621661642916,0.2242802291674219,0.23302024011009953,0.1985335148241924,0.2738948215221959,0.23899580185822203,0.20152462057545817,0.28340763966688876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24455195768745952,0.22175877580847925,0.2715670413357124,0.13185681417556866,0.11677835961990249,0.14972819840224186,0.02188837000202036,-2.6501224205260215e-05,0.04786245657144064,0.03718964263579268,0.030058386925851787,0.045641796027276645,0.10827495420965924,0.08828042916089744,0.13197299556111766,0.10599212367370356,0.0840402081076741,0.13201011617709169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.26401301233440266,0.23233490572836085,0.3015587444013105,0.09683358008881465,0.07858228629343152,0.11846549752750324,0.21506956161840032,0.11539081788754527,0.3332114522126715,0.052297559616078404,0.03703271840491229,0.07038985424990685,0.10750398548396918,0.08657278682079567,0.13231219724422777,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2507803286300946,0.22812740783436683,0.27762917112269053,0.2685244215009262,0.2470509283693854,0.29397537504698334,0.279881923219485,0.1520853154189292,0.43134985200738263,0.23862576116864628,0.22065724567092798,0.2599225222695367,0.2839395318049076,0.26053282041837933,0.3116817868965808,0.08364734974030116,0.051835033042409315,0.12135215116738075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.22547003370257243,0.2071780022877349,0.2471502344482181,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17490506145441392,0.13324621661642916,0.2242802291674219,0.23522828249312494,0.19712323469686913,0.2803913957040032,0.24005562873871478,0.20158335608348138,0.28565398659141933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24724527990360023,0.22766142079405832,0.27045658909285253,0.13133072023297512,0.11604632336623724,0.14944619274841187,0.025334010421848147,-0.0036154841311292762,0.059645719119463064,0.040727605933337144,0.027507973604129307,0.05639586476042264,0.11086127110048635,0.09187855816385337,0.13336008590294407,0.10578196029938776,0.08337080244969301,0.13234425893668486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.26281488888738347,0.22977018203759828,0.30198035180602006,0.09328706210205674,0.07894192059775687,0.11028930425246347,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04681455775452089,0.037405632143875094,0.05796626591713555,0.09976996606001927,0.08571202275934285,0.11643181328286782,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2409862454935537,0.2220131634445058,0.2634736455126302,0.2686438000221923,0.2452424480368354,0.2963797030094635,0.27682038927135455,0.14615249828834964,0.43169143903479335,0.2364523744395543,0.21815929806272844,0.2581338137018614,0.2839450323657821,0.2605595524501899,0.3116621233550339,0.0836860560011268,0.051910411168262484,0.12134739296122166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.2269880015422164,0.2065938982654038,0.25115963360655236,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17490506145441392,0.13324621661642916,0.2242802291674219,0.24013924755059576,0.20182927497481595,0.28554524304486184,0.23962282450434308,0.19971641184409572,0.2869209631250187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24306730500191792,0.2206396361047097,0.26964917297060825,0.131249508162325,0.1149941561275422,0.15051578249309,0.0265687265619866,-0.004062558396088295,0.06287373784954997,0.05048101446779294,0.04232115693540442,0.060152294018218054,0.11675856137186587,0.09881429521424406,0.1380265815117707,0.10578196029938776,0.08337080244969301,0.13234425893668486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.2628427705381541,0.22994964247853517,0.3018285782547489,0.09168233799227463,0.07549615184676237,0.11086663507676611,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04608814603483188,0.03687560576660505,0.05700709308138526,0.09976996606001927,0.08571202275934285,0.11643181328286782,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23632697012282677,0.21377237200976193,0.26305927796436945,0.26801561998031065,0.24941280456676884,0.29006417016334995,0.28238121969415386,0.15417359612413886,0.43433629527233486,0.2358247599391215,0.21628403002346905,0.2589849512639707,0.28458546077687874,0.26007656773167287,0.31363405080076273,0.08467831471236162,0.05055389774402342,0.12512347869789814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.22794995322176334,0.20953850018467976,0.24977169564120935,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17526736798653514,0.1342694479349161,0.22385919011472422,0.24335755309890367,0.20703372175150092,0.2864095213359516,0.23945626143254986,0.19812585531228669,0.2884421548669739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21941534026678505,0.20035276972350913,0.2420088044224951,0.131249508162325,0.1149941561275422,0.15051578249309,0.029079957141145106,-0.006309031791366555,0.07102392535562896,0.05494717292240903,0.03561241786486298,0.07786323738288597,0.1208456791579754,0.10084577303986189,0.1445500982955378,0.10577818509325647,0.08336785134368477,0.13233950698523222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.26282147013214696,0.230057767796144,0.3016538790486846,0.09042601484068344,0.07686694426792971,0.10649658487607218,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04608814603483188,0.03687560576660505,0.05700709308138526,0.0929268716039042,0.07573337032395905,0.11330506530016937,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22942533161404918,0.19934506634639165,0.2650772597512435,0.2683651892135919,0.2536109839675786,0.2858522645592292,0.2973263998717461,0.0950946051229827,0.5370168862848071,0.23297406065840248,0.2137517661299994,0.2557568339172361,0.28446771212829325,0.26180934074406953,0.3113230148029266,0.08637102786060734,0.048222652480852765,0.13158549407251505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.2274993812839044,0.20840727369644244,0.25012785352771927,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17526142568758513,0.13427408531096882,0.2238407085043833,0.24549306731375825,0.21170877471116317,0.2855351068807671,0.23978598677839988,0.19823087031858588,0.28903821286667736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17610687580666193,0.1555217353391074,0.20050493021585616,0.131249508162325,0.1149941561275422,0.15051578249309,0.0297347317412572,-0.004706384515596868,0.0705552561225482,0.05899755490030274,0.04462274973283938,0.07603495521098433,0.12262923433179876,0.10140261989694142,0.14778758069921422,0.10746788528494702,0.08673050623882816,0.1320463768948903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.26085702194482596,0.22997062794868328,0.297464395229912,0.08928258418210495,0.07366652122714934,0.10779115614122901,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04608814603483188,0.03687560576660505,0.05700709308138526,0.07545391671041439,0.0625354032880534,0.09076528142329812,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2168008700871507,0.1775485906423333,0.2633237126729959,0.2663145772377681,0.25038856752537847,0.28519050631372833,0.2973263998717461,0.0950946051229827,0.5370168862848071,0.2282072215527895,0.20684074854499568,0.2535313320099606,0.2828239932511931,0.25841843794419445,0.3117501046471913,0.08641062925009844,0.04824217429155055,0.13164889431131133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.2291941307081335,0.2124091780291568,0.24908810176764087,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.17593909140379957,0.13622770021432026,0.22300608540526504,0.24700898306011737,0.2144767878938524,0.28556700353940884,0.23896028440950473,0.19520319622388294,0.2908223457844757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1377531625925321,0.11251641171487821,0.1676644290225458,0.131249508162325,0.1149941561275422,0.15051578249309,0.03332942406663758,0.0015579426288539477,0.07098582646046772,0.06820328523287592,0.04942705799432494,0.0904573677098746,0.12529062207920308,0.10541453660978817,0.14884828570014944,0.10746788528494702,0.08673050623882816,0.1320463768948903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.2583933073658601,0.224246483257177,0.2988650288883807,0.08818692558725558,0.06973104391956958,0.11006132599795856,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04654023034301273,0.03553814583131993,0.05958019268642846,0.06166739224153654,0.04035480865997847,0.08692763152156158,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19846107379130729,0.15284828319585192,0.25252256287646335,0.2641541568944803,0.24826196867134384,0.2829899998444168,0.2980492241788026,0.09730774020837157,0.5359733547336818,0.22478680928777264,0.20409109665761513,0.2493159167565067,0.281761544551834,0.25918395344807454,0.30852110429573226,0.08783799190852223,0.052036335793257164,0.130271064212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23436319933866492,0.20520182979350893,0.2689260278960286,0.22880099101838697,0.21147715495862074,0.2493336609522322,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.25231419324926624,0.24036109860977947,0.2664813180173535,0.2527981959594795,0.2201558602541451,0.2914867579266519,0.23940526093984,0.1950626190905499,0.2919613360461333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0810493130720071,0.0570276523258251,0.1095204224534715,0.13108384983993507,0.11517814302515864,0.1499357153832023,0.03544451344302565,0.0035574652739040202,0.07323788859171851,0.0787858970014991,0.05352900243447862,0.10872103826636964,0.12801505066606733,0.10822394900934312,0.1514719892184043,0.10746788528494702,0.08673050623882816,0.1320463768948903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.25811488182657494,0.2232502723111623,0.2994373416491385,0.08616367034899078,0.06925928746826668,0.10619919325095106,0.21232781768614287,0.10281909872179207,0.3421204556224531,0.04654023034301273,0.03553814583131993,0.05958019268642846,0.049475986398279145,0.028580133678926013,0.07424230520853173,0.08486550106669746,0.043260220608926855,0.13417718285572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1814941206582411,0.13054883808722859,0.2418758206528781,0.26219209768669527,0.24107856905628364,0.287216411759596,0.2980492241788026,0.09730774020837157,0.5359733547336818,0.21966894760208505,0.1993196221485313,0.24378750780276687,0.281761544551834,0.25918395344807454,0.30852110429573226,0.08783799190852223,0.052036335793257164,0.130271064212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23391230172122118,0.20407990049915573,0.2692704548181154,0.22928414653754903,0.2114543635180989,0.2504164782259492,0.11100587369382872,0.06769920886282098,0.16233408136348412,0.20908817904809124,0.18858532097017397,0.23338871018692198,0.25382987616496505,0.22552017671992128,0.2873832827330072,0.24325950822273684,0.19540221599842506,0.2999812401635915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05577471746208028,0.026896594261167597,0.09000183494042818,0.13108384983993507,0.11517814302515864,0.1499357153832023,0.04017340418223657,0.011165048939148929,0.07455487613078171,0.09617904796299238,0.06783613680403311,0.12977181793515655,0.13192964541215524,0.10933417030310735,0.15871040175341308,0.1075032893354956,0.0867879790719227,0.13205562443909152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
